python analyze_traffic.py --log-file logs/traffic_log_20250609_143649.csvtimestamp,flow_id,from_host,to_host,from_ip,to_ip,traffic_type,size_bytes,bandwidth_bps,latency_ms,duration_sec,packet_loss_pct,status,details,flow_start_time,flow_end_time
2025-06-09 13:50:21.236,flow_199,h4,h8,10.0.2.2,10.0.4.2,mtr,640,0,9.09,20.202438,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(13.1ms,0%loss) | small_pkt(8.0ms,0%loss) | large_pkt(7.5ms,0%loss) | rapid(7.8ms,0%loss) | Jitter: 61.4% | Successful: 4/4",2025-06-09 13:50:21.236,2025-06-09 13:50:41.439
2025-06-09 13:50:43.298,flow_203,h3,h8,10.0.2.1,10.0.4.2,ping,320,0,9.213,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.579/9.213/12.491/1.913 ms",2025-06-09 13:50:43.298,2025-06-09 13:50:47.321
2025-06-09 13:50:47.807,flow_204,h6,h8,10.0.3.2,10.0.4.2,ping,320,0,15.199,5,0,SUCCESS,"Packet Loss: 0%, RTT: 8.952/15.199/31.787/8.481 ms",2025-06-09 13:50:47.807,2025-06-09 13:50:51.832
2025-06-09 13:50:34.274,flow_201,h5,h6,10.0.3.1,10.0.3.2,iperf,626688,5010000,8.722,10,0,SUCCESS,"Transfer: 612 KBytes, Bandwidth: 5.01 Mbits/sec | Latency: 8.72ms",2025-06-09 13:50:34.274,2025-06-09 13:50:47.865
2025-06-09 13:50:52.316,flow_205,h4,h7,10.0.2.2,10.0.4.1,ping,320,0,20.172,5,0,SUCCESS,"Packet Loss: 0%, RTT: 19.385/20.172/21.780/0.891 ms",2025-06-09 13:50:52.316,2025-06-09 13:50:56.358
2025-06-09 13:49:59.206,flow_195,h7,h1,10.0.4.1,10.0.1.1,iperf,1572864,12600000,7.457,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.46ms",2025-06-09 13:49:59.206,2025-06-09 13:50:58.880
2025-06-09 13:50:57.327,flow_207,h7,h1,10.0.4.1,10.0.1.1,mtr,640,0,132.84,14.084053,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(12.8ms,0%loss) | small_pkt(9.7ms,0%loss) | large_pkt(182.7ms,0%loss) | rapid(326.2ms,0%loss) | Jitter: 238.3% | Successful: 4/4",2025-06-09 13:50:57.327,2025-06-09 13:51:11.411
2025-06-09 13:50:40.789,flow_202,h2,h8,10.0.1.2,10.0.4.2,iperf,1572864,12600000,8.086,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 8.09ms",2025-06-09 13:50:40.789,2025-06-09 13:51:14.473
2025-06-09 13:50:31.763,flow_200,h5,h7,10.0.3.1,10.0.4.1,iperf,1572864,12600000,20.168,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 20.17ms",2025-06-09 13:50:31.763,2025-06-09 13:51:22.118
2025-06-09 13:51:12.348,flow_209,h1,h2,10.0.1.1,10.0.1.2,mtr,640,0,4.97,12.063139,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(16.7ms,0%loss) | small_pkt(3.1ms,0%loss) | large_pkt(0.1ms,0%loss) | rapid(0.1ms,0%loss) | Jitter: 333.8% | Successful: 4/4",2025-06-09 13:51:12.348,2025-06-09 13:51:24.411
2025-06-09 13:50:14.223,flow_197,h3,h7,10.0.2.1,10.0.4.1,iperf,759808,6080000,23.809,30,0,SUCCESS,"Transfer: 742 KBytes, Bandwidth: 6.08 Mbits/sec | Latency: 23.81ms",2025-06-09 13:50:14.223,2025-06-09 13:51:35.956
2025-06-09 13:50:54.818,flow_206,h5,h7,10.0.3.1,10.0.4.1,iperf,557056,4450000,22.358,20,0,SUCCESS,"Transfer: 544 KBytes, Bandwidth: 4.45 Mbits/sec | Latency: 22.36ms",2025-06-09 13:50:54.818,2025-06-09 13:51:42.585
2025-06-09 13:50:59.834,flow_208,h3,h1,10.0.2.1,10.0.1.1,mtr,640,0,11.08,48.047683,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(8.4ms,0%loss) | small_pkt(8.1ms,0%loss) | large_pkt(13.1ms,0%loss) | rapid(14.8ms,0%loss) | Jitter: 61.0% | Successful: 4/4",2025-06-09 13:50:59.834,2025-06-09 13:51:47.882
2025-06-09 13:51:23.369,flow_211,h3,h6,10.0.2.1,10.0.3.2,mtr,640,0,19.57,30.400982,0.0,SUCCESS,"NetDiag: Good | Tests: basic(20.7ms,0%loss) | small_pkt(19.5ms,0%loss) | large_pkt(19.4ms,0%loss) | rapid(18.7ms,0%loss) | Jitter: 10.5% | Successful: 4/4",2025-06-09 13:51:23.369,2025-06-09 13:51:53.770
2025-06-09 13:51:44.897,flow_214,h2,h3,10.0.1.2,10.0.2.1,mtr,640,0,7.79,11.903095,0.0,SUCCESS,"NetDiag: Excellent | Tests: basic(7.9ms,0%loss) | small_pkt(7.8ms,0%loss) | large_pkt(7.6ms,0%loss) | rapid(7.8ms,0%loss) | Jitter: 4.3% | Successful: 4/4",2025-06-09 13:51:44.897,2025-06-09 13:51:56.801
2025-06-09 13:51:53.920,flow_216,h8,h1,10.0.4.2,10.0.1.1,ping,320,0,69.855,5,0,SUCCESS,"Packet Loss: 0%, RTT: 33.420/69.855/113.154/28.750 ms",2025-06-09 13:51:53.920,2025-06-09 13:51:58.046
2025-06-09 13:51:58.430,flow_217,h3,h2,10.0.2.1,10.0.1.2,ping,320,0,9.284,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.915/9.284/10.458/0.955 ms",2025-06-09 13:51:58.430,2025-06-09 13:52:02.452
2025-06-09 13:51:16.856,flow_210,h1,h3,10.0.1.1,10.0.2.1,iperf,1572864,12600000,11.201,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 11.20ms",2025-06-09 13:51:16.856,2025-06-09 13:52:13.118
2025-06-09 13:51:49.414,flow_215,h1,h7,10.0.1.1,10.0.4.1,iperf,651264,5210000,14.521,10,0,SUCCESS,"Transfer: 636 KBytes, Bandwidth: 5.21 Mbits/sec | Latency: 14.52ms",2025-06-09 13:51:49.414,2025-06-09 13:52:23.258
2025-06-09 13:51:25.872,flow_212,h6,h1,10.0.3.2,10.0.1.1,iperf,1572864,12600000,7.756,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.76ms",2025-06-09 13:51:25.872,2025-06-09 13:51:59.590
2025-06-09 13:51:38.386,flow_213,h6,h7,10.0.3.2,10.0.4.1,iperf,1572864,12600000,9.87,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 9.87ms",2025-06-09 13:51:38.386,2025-06-09 13:52:23.777
2025-06-09 13:51:58.933,flow_218,h6,h3,10.0.3.2,10.0.2.1,mtr,640,0,8.77,34.741041,0.0,SUCCESS,"NetDiag: Good | Tests: basic(10.2ms,0%loss) | small_pkt(9.1ms,0%loss) | large_pkt(7.9ms,0%loss) | rapid(8.0ms,0%loss) | Jitter: 26.6% | Successful: 4/4",2025-06-09 13:51:58.933,2025-06-09 13:52:33.674
2025-06-09 13:52:25.483,flow_223,h3,h8,10.0.2.1,10.0.4.2,mtr,640,0,22.26,11.9615,0.0,SUCCESS,"NetDiag: Good | Tests: basic(21.3ms,0%loss) | small_pkt(22.4ms,0%loss) | large_pkt(22.7ms,0%loss) | rapid(22.8ms,0%loss) | Jitter: 6.7% | Successful: 4/4",2025-06-09 13:52:25.483,2025-06-09 13:52:37.444
2025-06-09 13:52:34.006,flow_224,h5,h1,10.0.3.1,10.0.1.1,ping,320,0,7.76,5,0,SUCCESS,"Packet Loss: 0%, RTT: 6.897/7.760/8.336/0.516 ms",2025-06-09 13:52:34.006,2025-06-09 13:52:38.041
2025-06-09 13:52:13.954,flow_220,h8,h2,10.0.4.2,10.0.1.2,iperf,1572864,12600000,7.269,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.27ms",2025-06-09 13:52:13.954,2025-06-09 13:52:37.556
2025-06-09 13:52:38.520,flow_225,h3,h6,10.0.2.1,10.0.3.2,mtr,640,0,11.45,11.923001,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(7.8ms,0%loss) | small_pkt(9.9ms,0%loss) | large_pkt(12.2ms,0%loss) | rapid(15.9ms,0%loss) | Jitter: 71.2% | Successful: 4/4",2025-06-09 13:52:38.520,2025-06-09 13:52:50.443
2025-06-09 13:52:39.529,flow_227,h8,h5,10.0.4.2,10.0.3.1,mtr,640,0,7.91,11.910089,0.0,SUCCESS,"NetDiag: Excellent | Tests: basic(7.6ms,0%loss) | small_pkt(8.1ms,0%loss) | large_pkt(7.9ms,0%loss) | rapid(8.0ms,0%loss) | Jitter: 6.1% | Successful: 4/4",2025-06-09 13:52:39.529,2025-06-09 13:52:51.439
2025-06-09 13:52:52.561,flow_229,h3,h7,10.0.2.1,10.0.4.1,ping,320,0,7.681,5,0,SUCCESS,"Packet Loss: 0%, RTT: 6.716/7.681/8.308/0.530 ms",2025-06-09 13:52:52.561,2025-06-09 13:52:56.585
2025-06-09 13:52:52.056,flow_228,h8,h5,10.0.4.2,10.0.3.1,iperf,1174405,9440000,7.624,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 7.62ms",2025-06-09 13:52:52.056,2025-06-09 13:53:05.632
2025-06-09 13:52:24.981,flow_222,h1,h6,10.0.1.1,10.0.3.2,iperf,1572864,12600000,7.82,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.82ms",2025-06-09 13:52:24.981,2025-06-09 13:53:11.628
2025-06-09 13:52:24.474,flow_221,h1,h6,10.0.1.1,10.0.3.2,mtr,640,0,8.7,53.017547,0.0,SUCCESS,"NetDiag: Good | Tests: basic(8.1ms,0%loss) | small_pkt(7.8ms,0%loss) | large_pkt(11.0ms,0%loss) | rapid(7.8ms,0%loss) | Jitter: 36.2% | Successful: 4/4",2025-06-09 13:52:24.474,2025-06-09 13:53:17.492
2025-06-09 13:52:57.075,flow_230,h8,h3,10.0.4.2,10.0.2.1,mtr,640,0,8.93,20.456793,0.0,SUCCESS,"NetDiag: Good | Tests: basic(12.1ms,0%loss) | small_pkt(7.9ms,0%loss) | large_pkt(7.8ms,0%loss) | rapid(8.0ms,0%loss) | Jitter: 47.6% | Successful: 4/4",2025-06-09 13:52:57.075,2025-06-09 13:53:17.532
2025-06-09 13:52:03.447,flow_219,h1,h2,10.0.1.1,10.0.1.2,mtr,640,0,3.93,75.881266,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(4.3ms,0%loss) | small_pkt(3.0ms,0%loss) | large_pkt(0.1ms,0%loss) | rapid(8.2ms,0%loss) | Jitter: 205.4% | Successful: 4/4",2025-06-09 13:52:03.447,2025-06-09 13:53:19.328
2025-06-09 13:53:18.622,flow_233,h7,h2,10.0.4.1,10.0.1.2,ping,320,0,14.039,5,0,SUCCESS,"Packet Loss: 0%, RTT: 12.339/14.039/16.331/1.359 ms",2025-06-09 13:53:18.622,2025-06-09 13:53:22.650
2025-06-09 13:53:14.110,flow_232,h3,h4,10.0.2.1,10.0.2.2,iperf,564224,4520000,3.664,10,0,SUCCESS,"Transfer: 551 KBytes, Bandwidth: 4.52 Mbits/sec | Latency: 3.66ms",2025-06-09 13:53:14.110,2025-06-09 13:53:28.157
2025-06-09 13:53:07.595,flow_231,h2,h4,10.0.1.2,10.0.2.2,iperf,1572864,12600000,7.554,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.55ms",2025-06-09 13:53:07.595,2025-06-09 13:53:31.374
2025-06-09 13:53:21.631,flow_235,h6,h1,10.0.3.2,10.0.1.1,mtr,640,0,8.87,11.887912,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(7.2ms,0%loss) | small_pkt(7.6ms,0%loss) | large_pkt(7.7ms,0%loss) | rapid(13.0ms,0%loss) | Jitter: 65.5% | Successful: 4/4",2025-06-09 13:53:21.631,2025-06-09 13:53:33.519
2025-06-09 13:53:24.138,flow_236,h6,h5,10.0.3.2,10.0.3.1,mtr,640,0,2.66,21.480494,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(0.2ms,0%loss) | small_pkt(0.9ms,0%loss) | large_pkt(1.5ms,0%loss) | rapid(8.0ms,0%loss) | Jitter: 295.4% | Successful: 4/4",2025-06-09 13:53:24.138,2025-06-09 13:53:45.619
2025-06-09 13:53:46.191,flow_240,h7,h3,10.0.4.1,10.0.2.1,mtr,640,0,9.65,11.893397,0.0,SUCCESS,"NetDiag: Excellent | Tests: basic(10.0ms,0%loss) | small_pkt(10.2ms,0%loss) | large_pkt(8.5ms,0%loss) | rapid(9.9ms,0%loss) | Jitter: 18.3% | Successful: 4/4",2025-06-09 13:53:46.191,2025-06-09 13:53:58.084
2025-06-09 13:53:19.124,flow_234,h3,h8,10.0.2.1,10.0.4.2,iperf,1572864,12600000,7.544,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.54ms",2025-06-09 13:53:19.124,2025-06-09 13:54:01.847
2025-06-09 13:53:58.719,flow_241,h1,h5,10.0.1.1,10.0.3.1,ping,320,0,16.233,5,0,SUCCESS,"Packet Loss: 0%, RTT: 6.022/16.233/22.975/6.405 ms",2025-06-09 13:53:58.719,2025-06-09 13:54:02.752
2025-06-09 13:53:30.655,flow_237,h2,h8,10.0.1.2,10.0.4.2,iperf,759808,6080000,10.987,30,0,SUCCESS,"Transfer: 742 KBytes, Bandwidth: 6.08 Mbits/sec | Latency: 10.99ms",2025-06-09 13:53:30.655,2025-06-09 13:54:04.982
2025-06-09 13:52:39.022,flow_226,h1,h4,10.0.1.1,10.0.2.2,iperf,458752,3670000,172.412,20,0,SUCCESS,"Transfer: 448 KBytes, Bandwidth: 3.67 Mbits/sec | Latency: 172.41ms",2025-06-09 13:52:39.022,2025-06-09 13:53:43.300
2025-06-09 13:53:33.167,flow_238,h4,h5,10.0.2.2,10.0.3.1,iperf,688128,5500000,185.923,30,0,SUCCESS,"Transfer: 672 KBytes, Bandwidth: 5.50 Mbits/sec | Latency: 185.92ms",2025-06-09 13:53:33.167,2025-06-09 13:54:07.179
2025-06-09 13:53:35.674,flow_239,h2,h6,10.0.1.2,10.0.3.2,ping,320,0,13.348,5,0,SUCCESS,"Packet Loss: 0%, RTT: 6.634/13.348/24.405/7.355 ms",2025-06-09 13:53:35.674,2025-06-09 13:54:09.021
2025-06-09 13:54:08.753,flow_245,h5,h7,10.0.3.1,10.0.4.1,ping,320,0,7.737,5,0,SUCCESS,"Packet Loss: 0%, RTT: 6.886/7.737/8.209/0.465 ms",2025-06-09 13:54:08.753,2025-06-09 13:54:12.779
2025-06-09 13:54:14.272,flow_248,h2,h6,10.0.1.2,10.0.3.2,ping,320,0,26.68,5,0,SUCCESS,"Packet Loss: 0%, RTT: 19.201/26.680/39.410/6.887 ms",2025-06-09 13:54:14.272,2025-06-09 13:54:35.978
2025-06-09 13:54:11.764,flow_247,h2,h5,10.0.1.2,10.0.3.1,mtr,640,0,13.07,26.060048,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(8.0ms,0%loss) | small_pkt(12.8ms,0%loss) | large_pkt(20.9ms,0%loss) | rapid(10.6ms,0%loss) | Jitter: 98.2% | Successful: 4/4",2025-06-09 13:54:11.764,2025-06-09 13:54:37.824
2025-06-09 13:54:03.731,flow_243,h6,h8,10.0.3.2,10.0.4.2,iperf,1572864,12600000,128.548,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 128.55ms",2025-06-09 13:54:03.731,2025-06-09 13:54:37.385
2025-06-09 13:54:06.238,flow_244,h3,h5,10.0.2.1,10.0.3.1,iperf,1572864,12600000,15.481,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 15.48ms",2025-06-09 13:54:06.238,2025-06-09 13:54:45.490
2025-06-09 13:54:39.319,flow_250,h2,h1,10.0.1.2,10.0.1.1,mtr,640,0,10.55,11.984822,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(4.6ms,0%loss) | small_pkt(11.6ms,0%loss) | large_pkt(11.4ms,0%loss) | rapid(14.5ms,0%loss) | Jitter: 94.6% | Successful: 4/4",2025-06-09 13:54:39.319,2025-06-09 13:54:51.304
2025-06-09 13:54:09.259,flow_246,h3,h7,10.0.2.1,10.0.4.1,mtr,640,0,10.11,42.116216,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(8.0ms,0%loss) | small_pkt(8.0ms,0%loss) | large_pkt(9.9ms,0%loss) | rapid(14.6ms,0%loss) | Jitter: 66.0% | Successful: 4/4",2025-06-09 13:54:09.259,2025-06-09 13:54:51.376
2025-06-09 13:54:03.225,flow_242,h2,h3,10.0.1.2,10.0.2.1,iperf,1174405,9440000,8.09,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 8.09ms",2025-06-09 13:54:03.225,2025-06-09 13:54:31.934
2025-06-09 13:54:36.817,flow_249,h1,h4,10.0.1.1,10.0.2.2,iperf,1572864,12600000,7.279,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.28ms",2025-06-09 13:54:36.817,2025-06-09 13:55:00.468
2025-06-09 13:54:53.359,flow_254,h3,h2,10.0.2.1,10.0.1.2,mtr,640,0,228.49,12.967244,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(12.7ms,0%loss) | small_pkt(165.0ms,0%loss) | large_pkt(342.9ms,0%loss) | rapid(393.3ms,0%loss) | Jitter: 166.6% | Successful: 4/4",2025-06-09 13:54:53.359,2025-06-09 13:55:06.327
2025-06-09 13:54:39.821,flow_251,h7,h2,10.0.4.1,10.0.1.2,iperf,1572864,12600000,7.685,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.68ms",2025-06-09 13:54:39.821,2025-06-09 13:55:10.568
2025-06-09 13:54:52.858,flow_253,h8,h2,10.0.4.2,10.0.1.2,iperf,756736,6050000,15.057,30,0,SUCCESS,"Transfer: 739 KBytes, Bandwidth: 6.05 Mbits/sec | Latency: 15.06ms",2025-06-09 13:54:52.858,2025-06-09 13:55:26.517
2025-06-09 13:54:46.341,flow_252,h5,h8,10.0.3.1,10.0.4.2,iperf,1572864,12600000,8.238,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 8.24ms",2025-06-09 13:54:46.341,2025-06-09 13:55:19.963
2025-06-09 13:54:53.863,flow_255,h1,h3,10.0.1.1,10.0.2.1,iperf,1572864,12600000,11.754,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 11.75ms",2025-06-09 13:54:53.863,2025-06-09 13:55:27.990
2025-06-09 13:55:11.418,flow_258,h3,h1,10.0.2.1,10.0.1.1,iperf,1174405,9440000,21.712,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 21.71ms",2025-06-09 13:55:11.418,2025-06-09 13:55:40.066
2025-06-09 13:55:30.466,flow_260,h2,h7,10.0.1.2,10.0.4.1,mtr,640,0,22.24,11.965091,0.0,SUCCESS,"NetDiag: Good | Tests: basic(22.4ms,0%loss) | small_pkt(21.6ms,0%loss) | large_pkt(22.7ms,0%loss) | rapid(22.3ms,0%loss) | Jitter: 4.6% | Successful: 4/4",2025-06-09 13:55:30.466,2025-06-09 13:55:42.431
2025-06-09 13:55:41.491,flow_262,h4,h7,10.0.2.2,10.0.4.1,ping,320,0,22.186,5,0,SUCCESS,"Packet Loss: 0%, RTT: 18.843/22.186/26.459/2.955 ms",2025-06-09 13:55:41.491,2025-06-09 13:55:45.536
2025-06-09 13:55:27.951,flow_259,h3,h2,10.0.2.1,10.0.1.2,mtr,640,0,8.21,22.008498,0.0,SUCCESS,"NetDiag: Excellent | Tests: basic(9.2ms,0%loss) | small_pkt(8.3ms,0%loss) | large_pkt(7.6ms,0%loss) | rapid(7.7ms,0%loss) | Jitter: 18.4% | Successful: 4/4",2025-06-09 13:55:27.951,2025-06-09 13:55:49.960
2025-06-09 13:55:46.499,flow_264,h6,h2,10.0.3.2,10.0.1.2,ping,320,0,7.981,5,0,SUCCESS,"Packet Loss: 0%, RTT: 6.949/7.981/8.587/0.571 ms",2025-06-09 13:55:46.499,2025-06-09 13:55:50.533
2025-06-09 13:55:06.906,flow_257,h8,h1,10.0.4.2,10.0.1.1,iperf,917504,7340000,26.567,20,0,SUCCESS,"Transfer: 896 KBytes, Bandwidth: 7.34 Mbits/sec | Latency: 26.57ms",2025-06-09 13:55:06.906,2025-06-09 13:55:50.244
2025-06-09 13:55:02.385,flow_256,h7,h5,10.0.4.1,10.0.3.1,iperf,1572864,12600000,13.45,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 13.45ms",2025-06-09 13:55:02.385,2025-06-09 13:55:51.625
2025-06-09 13:55:51.507,flow_266,h7,h3,10.0.4.1,10.0.2.1,mtr,640,0,17.18,12.057081,0.0,SUCCESS,"NetDiag: Good | Tests: basic(13.1ms,0%loss) | small_pkt(17.3ms,0%loss) | large_pkt(19.5ms,0%loss) | rapid(18.7ms,0%loss) | Jitter: 37.2% | Successful: 4/4",2025-06-09 13:55:51.507,2025-06-09 13:56:03.564
2025-06-09 13:55:32.973,flow_261,h5,h7,10.0.3.1,10.0.4.1,iperf,1572864,12600000,25.08,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 25.08ms",2025-06-09 13:55:32.973,2025-06-09 13:56:14.783
2025-06-09 13:56:05.074,flow_269,h5,h8,10.0.3.1,10.0.4.2,ping,320,0,188.059,5,0,SUCCESS,"Packet Loss: 0%, RTT: 187.616/188.059/188.615/0.351 ms",2025-06-09 13:56:05.074,2025-06-09 13:56:18.996
2025-06-09 13:55:52.019,flow_267,h3,h6,10.0.2.1,10.0.3.2,iperf,1572864,12600000,8.212,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 8.21ms",2025-06-09 13:55:52.019,2025-06-09 13:56:25.649
2025-06-09 13:55:51.004,flow_265,h4,h5,10.0.2.2,10.0.3.1,iperf,1698693,13600000,8.147,30,0,SUCCESS,"Transfer: 1.62 MBytes, Bandwidth: 13.6 Mbits/sec | Latency: 8.15ms",2025-06-09 13:55:51.004,2025-06-09 13:56:27.989
2025-06-09 13:55:43.994,flow_263,h4,h3,10.0.2.2,10.0.2.1,mtr,640,0,3.09,45.843783,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(0.2ms,0%loss) | small_pkt(0.1ms,0%loss) | large_pkt(7.2ms,0%loss) | rapid(4.9ms,0%loss) | Jitter: 230.3% | Successful: 4/4",2025-06-09 13:55:43.994,2025-06-09 13:56:29.838
2025-06-09 13:56:20.115,flow_271,h7,h5,10.0.4.1,10.0.3.1,mtr,640,0,116.14,12.272475,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(187.6ms,0%loss) | small_pkt(188.3ms,0%loss) | large_pkt(80.5ms,0%loss) | rapid(8.1ms,0%loss) | Jitter: 155.1% | Successful: 4/4",2025-06-09 13:56:20.115,2025-06-09 13:56:32.387
2025-06-09 13:56:31.680,flow_274,h3,h5,10.0.2.1,10.0.3.1,ping,320,0,11.781,5,0,SUCCESS,"Packet Loss: 0%, RTT: 8.435/11.781/14.942/2.419 ms",2025-06-09 13:56:31.680,2025-06-09 13:56:35.708
2025-06-09 13:56:29.167,flow_273,h6,h5,10.0.3.2,10.0.3.1,mtr,640,0,1.5,11.998928,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(0.2ms,0%loss) | small_pkt(0.0ms,0%loss) | large_pkt(1.8ms,0%loss) | rapid(4.0ms,0%loss) | Jitter: 263.2% | Successful: 4/4",2025-06-09 13:56:29.167,2025-06-09 13:56:41.166
2025-06-09 13:56:15.603,flow_270,h7,h4,10.0.4.1,10.0.2.2,iperf,1174405,9440000,15.777,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 15.78ms",2025-06-09 13:56:15.603,2025-06-09 13:56:42.440
2025-06-09 13:56:34.187,flow_275,h7,h1,10.0.4.1,10.0.1.1,ping,320,0,25.077,5,0,SUCCESS,"Packet Loss: 0%, RTT: 20.669/25.077/35.138/5.163 ms",2025-06-09 13:56:34.187,2025-06-09 13:56:46.474
2025-06-09 13:55:54.534,flow_268,h2,h3,10.0.1.2,10.0.2.1,iperf,1572864,12600000,12.991,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 12.99ms",2025-06-09 13:55:54.534,2025-06-09 13:56:47.342
2025-06-09 13:56:36.691,flow_276,h3,h5,10.0.2.1,10.0.3.1,iperf,1572864,12600000,13.826,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 13.83ms",2025-06-09 13:56:36.691,2025-06-09 13:57:00.422
2025-06-09 13:57:02.770,flow_280,h2,h5,10.0.1.2,10.0.3.1,ping,320,0,8.129,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.663/8.129/8.932/0.432 ms",2025-06-09 13:57:02.770,2025-06-09 13:57:06.818
2025-06-09 13:56:26.647,flow_272,h1,h6,10.0.1.1,10.0.3.2,iperf,1572864,12600000,8.015,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 8.02ms",2025-06-09 13:56:26.647,2025-06-09 13:57:06.527
2025-06-09 13:56:43.704,flow_278,h7,h2,10.0.4.1,10.0.1.2,mtr,640,0,8.46,24.802052,0.0,SUCCESS,"NetDiag: Excellent | Tests: basic(8.8ms,0%loss) | small_pkt(7.9ms,0%loss) | large_pkt(8.7ms,0%loss) | rapid(8.5ms,0%loss) | Jitter: 9.6% | Successful: 4/4",2025-06-09 13:56:43.704,2025-06-09 13:57:08.507
2025-06-09 13:56:41.198,flow_277,h7,h5,10.0.4.1,10.0.3.1,mtr,640,0,10.16,29.176875,0.0,SUCCESS,"NetDiag: Good | Tests: basic(10.4ms,0%loss) | small_pkt(11.7ms,0%loss) | large_pkt(9.9ms,0%loss) | rapid(8.7ms,0%loss) | Jitter: 29.4% | Successful: 4/4",2025-06-09 13:56:41.198,2025-06-09 13:57:10.375
2025-06-09 13:57:08.302,flow_283,h7,h5,10.0.4.1,10.0.3.1,mtr,640,0,7.78,13.976581,0.0,SUCCESS,"NetDiag: Excellent | Tests: basic(8.0ms,0%loss) | small_pkt(7.7ms,0%loss) | large_pkt(7.7ms,0%loss) | rapid(7.7ms,0%loss) | Jitter: 4.2% | Successful: 4/4",2025-06-09 13:57:08.302,2025-06-09 13:57:22.279
2025-06-09 13:57:10.817,flow_284,h3,h1,10.0.2.1,10.0.1.1,mtr,640,0,78.17,12.265817,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(12.9ms,0%loss) | small_pkt(26.6ms,0%loss) | large_pkt(100.6ms,0%loss) | rapid(172.5ms,0%loss) | Jitter: 204.1% | Successful: 4/4",2025-06-09 13:57:10.817,2025-06-09 13:57:23.083
